LGA_CODE,STATE,AGE_5_9_2024,AGE_10_14_2024,AGE_5_14_2024,AGE_5_14_SHARE_TOTAL_PCT,AGE_5_14_2019,AGE_5_14_CHANGE_5Y,AGE_5_14_GROWTH_5Y_PCT,GIRLS_5_14_2024,GIRLS_SHARE_OF_5_14_PCT,GIRLS_5_14_2019,GIRLS_5_14_CHANGE_5Y,GIRLS_5_14_GROWTH_5Y_PCT
17350,New South Wales,362,396,758,12.50825082508251,815,-57,-6.993865030674846,372,49.07651715039577,396,-24,-6.0606060606060606
17400,New South Wales,323,351,674,9.46629213483146,751,-77,-10.252996005326231,353,52.37388724035609,378,-25,-6.613756613756613
17420,New South Wales,15470,16943,32413,15.018325201669889,27419,4994,18.213647470731974,15627,48.21213710548237,13251,2376,17.930722209644557
17550,New South Wales,5580,6144,11724,11.685670999122877,11470,254,2.214472537053182,5653,48.21733196861139,5504,149,2.707122093023256
17620,New South Wales,856,939,1795,12.445399708798446,2029,-234,-11.53277476589453,858,47.799442896935936,972,-114,-11.728395061728394
17640,New South Wales,520,548,1068,11.979809310151431,958,110,11.482254697286013,483,45.2247191011236,462,21,4.545454545454546
17650,New South Wales,342,429,771,12.602157567832625,835,-64,-7.664670658682635,361,46.82230869001297,424,-63,-14.858490566037736
17750,New South Wales,4634,4550,9184,13.289728822388794,9061,123,1.3574660633484164,4423,48.159843205574916,4439,-16,-0.3604415408875873
17850,New South Wales,180,154,334,11.144477811144478,359,-25,-6.963788300835655,173,51.796407185628745,173,0,0.0
17900,New South Wales,383,357,740,13.413086822548486,762,-22,-2.8871391076115485,368,49.72972972972973,379,-11,-2.9023746701846966
17950,New South Wales,191,169,360,13.904982618771728,347,13,3.7463976945244957,164,45.55555555555556,187,-23,-12.299465240641712
18020,New South Wales,495,557,1052,11.342318059299192,1186,-134,-11.298482293423271,506,48.09885931558935,589,-83,-14.091680814940577
18050,New South Wales,3165,3497,6662,9.13340919373192,7356,-694,-9.43447525829255,3284,49.29450615430802,3629,-345,-9.50675117112152
18100,New South Wales,185,204,389,10.805555555555555,431,-42,-9.744779582366588,213,54.75578406169666,198,15,7.575757575757576
18200,New South Wales,541,496,1037,13.123259934193875,935,102,10.909090909090908,506,48.79459980713597,433,73,16.859122401847575
18250,New South Wales,4737,5301,10038,12.592992184265658,10594,-556,-5.24825372852558,4956,49.37238493723849,5210,-254,-4.8752399232245685
18350,New South Wales,2874,3320,6194,11.575406466081105,6300,-106,-1.6825396825396828,3015,48.676138198256375,3092,-77,-2.4902975420439843
18400,New South Wales,4339,4355,8694,14.54843621881223,7970,724,9.084065244667503,4168,47.941108810674024,3852,316,8.203530633437175
