LGA_CODE,LGA_NAME,STATE,TOTAL_POP_2020,TOTAL_POP_2024,TOTAL_POP_2025,POP_CHANGE_1Y,POP_GROWTH_1Y_PCT,POP_CHANGE_5Y,POP_GROWTH_5Y_PCT,IS_UNINCORPORATED
36950,Torres,Queensland,3589,3485,3490,5,0.1434720229555237,-99,-2.758428531624408,0
36960,Torres Strait Island,Queensland,4355,4278,4298,20,0.46750818139317435,-57,-1.3088404133180254,0
37010,Townsville,Queensland,194679,203972,206260,2288,1.1217225893750122,11581,5.9487669445600195,0
37300,Weipa,Queensland,4143,4268,4297,29,0.6794751640112464,154,3.7171132029930005,0
37310,Western Downs,Queensland,34390,35237,35452,215,0.6101540993841701,1062,3.0881070078511192,0
37340,Whitsunday,Queensland,37105,40639,41374,735,1.8086074952631708,4269,11.505187980056595,0
37400,Winton,Queensland,1130,1138,1152,14,1.2302284710017575,22,1.9469026548672566,0
37550,Woorabinda,Queensland,1020,1083,1087,4,0.3693444136657433,67,6.568627450980393,0
37570,Wujal Wujal,Queensland,287,297,301,4,1.3468013468013467,14,4.878048780487805,0
37600,Yarrabah,Queensland,2606,2654,2669,15,0.5651846269781462,63,2.417498081350729,0
40070,Adelaide,South Australia,25964,29246,30173,927,3.1696642275866784,4209,16.21090741026036,0
40120,Adelaide Hills,South Australia,40969,42448,42875,427,1.0059366754617414,1906,4.6522980790353685,0
40150,Adelaide Plains,South Australia,9677,11307,11736,429,3.794109843459804,2059,21.277255347731735,0
40220,Alexandrina,South Australia,28400,30946,31427,481,1.5543204291346215,3027,10.658450704225352,0
40250,Anangu Pitjantjatjara Yankunytjatjara,South Australia,2515,2653,2668,15,0.5653976630229929,153,6.083499005964215,0
40310,Barossa,South Australia,25325,26631,26817,186,0.6984341556832263,1492,5.891411648568608,0
40430,Barunga West,South Australia,2631,2683,2688,5,0.18635855385762207,57,2.1664766248574687,0
40520,Berri Barmera,South Australia,10800,10773,10758,-15,-0.1392369813422445,-42,-0.3888888888888889,0
40700,Burnside,South Australia,46415,47928,48257,329,0.6864463361709231,1842,3.968544651513519,0
40910,Campbelltown (SA),South Australia,54884,58097,58826,729,1.2547980102242802,3942,7.182421106333357,0
41010,Ceduna,South Australia,3616,3754,3757,3,0.07991475759190196,141,3.8993362831858405,0
41060,Charles Sturt,South Australia,122119,129441,130841,1400,1.08157384445423,8722,7.142213742333298,0
41140,Clare and Gilbert Valleys,South Australia,9379,9446,9467,21,0.22231632437010374,88,0.9382663396950635,0
41190,Cleve,South Australia,1777,1761,1771,10,0.5678591709256104,-6,-0.3376477208778841,0
41330,Coober Pedy,South Australia,1689,1542,1526,-16,-1.0376134889753565,-163,-9.650680876258141,0
41560,Copper Coast,South Australia,15109,16336,16601,265,1.6221841332027425,1492,9.874908994638957,0
41750,Elliston,South Australia,1046,1054,1057,3,0.2846299810246679,11,1.0516252390057361,0
41830,Flinders Ranges,South Australia,1673,1678,1662,-16,-0.9535160905840285,-11,-0.657501494321578,0
41960,Franklin Harbour,South Australia,1305,1359,1367,8,0.5886681383370125,62,4.75095785440613,0
42030,Gawler,South Australia,24770,27208,27564,356,1.308438694501617,2794,11.279773920064594,0
42110,Goyder,South Australia,4136,4145,4141,-4,-0.09650180940892641,5,0.12088974854932302,0
42250,Grant,South Australia,8763,9166,9223,57,0.6218634082478726,460,5.2493438320209975,0
42600,Holdfast Bay,South Australia,37724,39351,39683,332,0.8436888516174937,1959,5.192980595907115,0
42750,Kangaroo Island,South Australia,4925,5172,5212,40,0.7733952049497294,287,5.8274111675126905,0
43080,Karoonda East Murray,South Australia,1056,1030,1026,-4,-0.3883495145631068,-30,-2.840909090909091,0
43220,Kimba,South Australia,1056,1067,1064,-3,-0.28116213683223995,8,0.7575757575757576,0
43360,Kingston (SA),South Australia,2359,2417,2420,3,0.12412081092263137,61,2.585841458245019,0
43650,Light,South Australia,15843,17053,17317,264,1.548114701225591,1474,9.30379347345831,0
43710,Lower Eyre,South Australia,5947,6226,6268,42,0.6745904272406039,321,5.397679502270052,0
43790,Loxton Waikerie,South Australia,11861,11980,11971,-9,-0.07512520868113523,110,0.927409156057668,0
44000,Maralinga Tjarutja,South Australia,93,102,102,0,0.0,9,9.67741935483871,0
44060,Marion,South Australia,95256,100009,101229,1220,1.2198902098811106,5973,6.270471151423532,0
44210,Mid Murray,South Australia,9268,9600,9674,74,0.7708333333333334,406,4.380664652567976,0
44340,Mitcham,South Australia,68175,70585,71267,682,0.9662109513352696,3092,4.535386872020535,0
44550,Mount Barker,South Australia,38206,43711,45111,1400,3.2028551165610484,6905,18.073077527089985,0
44620,Mount Gambier,South Australia,27565,28016,28057,41,0.14634494574528842,492,1.7848721204425901,0
44830,Mount Remarkable,South Australia,2910,2871,2861,-10,-0.34831069313827934,-49,-1.6838487972508591,0
45040,Murray Bridge,South Australia,22268,23322,23539,217,0.9304519337964154,1271,5.7077420513741695,0
45090,Naracoorte Lucindale,South Australia,8867,8949,8930,-19,-0.21231422505307856,63,0.7104996052779972,0
45120,Northern Areas,South Australia,4622,4680,4688,8,0.17094017094017094,66,1.4279532669839896,0
45290,Norwood Payneham and St Peters,South Australia,37958,40184,40845,661,1.6449333067887717,2887,7.605774803730439,0
45340,Onkaparinga,South Australia,174948,183239,184827,1588,0.866627737544955,9879,5.64682076960011,0
45400,Orroroo Carrieton,South Australia,893,891,884,-7,-0.7856341189674524,-9,-1.007838745800672,0
45540,Peterborough,South Australia,1681,1694,1701,7,0.4132231404958678,20,1.189767995240928,0
45680,Playford,South Australia,98458,111433,115790,4357,3.9099728087729844,17332,17.603445123809138,0
45890,Port Adelaide Enfield,South Australia,132967,141372,143022,1650,1.1671335200746966,10055,7.562026668271075,0
46090,Port Augusta,South Australia,14389,14458,14469,11,0.0760824457048001,80,0.5559802627006741,0
46300,Port Lincoln,South Australia,14773,15067,15065,-2,-0.013274042609676776,292,1.9765788939281121,0
46450,Port Pirie,South Australia,17742,17672,17664,-8,-0.04526935264825713,-78,-0.439634764964491,0
46510,Prospect,South Australia,22234,23342,23459,117,0.501242395681604,1225,5.5095799226410005,0
46670,Renmark Paringa,South Australia,9988,10213,10274,61,0.5972779790463135,286,2.8634361233480177,0
46860,Robe,South Australia,1526,1620,1621,1,0.06172839506172839,95,6.225425950196593,0
46970,Roxby Downs,South Australia,4137,4099,4089,-10,-0.24396194193705784,-48,-1.160261058738216,0
47140,Salisbury,South Australia,147359,150637,151019,382,0.2535897555049556,3660,2.4837302098955614,0
47290,Southern Mallee,South Australia,2040,2018,2013,-5,-0.2477700693756194,-27,-1.3235294117647058,0
47490,Streaky Bay,South Australia,2219,2280,2292,12,0.5263157894736842,73,3.2897701667417754,0
47630,Tatiara,South Australia,7016,7098,7088,-10,-0.14088475626937164,72,1.0262257696693273,0
47700,Tea Tree Gully,South Australia,101613,104590,105120,530,0.5067406061764987,3507,3.451330046352337,0
47800,Coorong,South Australia,5565,5633,5627,-6,-0.10651517841292384,62,1.1141060197663972,0
47910,Tumby Bay,South Australia,2832,2955,2963,8,0.2707275803722504,131,4.625706214689266,0
47980,Unley,South Australia,39465,40436,40731,295,0.7295479275892769,1266,3.2079057392626376,0
48050,Victor Harbor,South Australia,16068,17154,17457,303,1.7663518712836657,1389,8.644510828976848,0
48130,Wakefield,South Australia,6867,6996,6993,-3,-0.04288164665523156,126,1.834862385321101,0
48260,Walkerville,South Australia,8156,8593,8673,80,0.9309903409752124,517,6.338891613536048,0
48340,Wattle Range,South Australia,12058,12367,12378,11,0.08894638958518637,320,2.653839774423619,0
48410,West Torrens,South Australia,62573,65934,66547,613,0.929717596384263,3974,6.35098205296214,0
48540,Whyalla,South Australia,22036,21875,21720,-155,-0.7085714285714285,-316,-1.4340170629878382,0
48640,Wudinna,South Australia,1185,1169,1171,2,0.1710863986313088,-14,-1.1814345991561181,0
48750,Yankalilla,South Australia,5736,6211,6299,88,1.4168410883915632,563,9.815202231520223,0
48830,Yorke Peninsula,South Australia,11681,12161,12242,81,0.6660636460817367,561,4.802671004194846,0
49399,Unincorporated SA,South Australia,3229,3030,3001,-29,-0.957095709570957,-228,-7.061009600495509,1
50080,Albany,Western Australia,39629,41714,42308,594,1.4239823560435345,2679,6.760200863004366,0
50210,Armadale,Western Australia,94970,109625,113003,3378,3.0814139110604333,18033,18.988101505738655,0
50250,Ashburton,Western Australia,8927,8234,8335,101,1.2266213262084043,-592,-6.6315671558194245,0
50280,Augusta Margaret River,Western Australia,16792,19488,20170,682,3.499589490968801,3378,20.116722248689854,0
50350,Bassendean,Western Australia,16326,17199,17413,214,1.24425838711553,1087,6.658091387970109,0
50420,Bayswater,Western Australia,71277,76271,77383,1112,1.4579591194556254,6106,8.566578279108269,0
50490,Belmont,Western Australia,43614,47634,48221,587,1.2323130537011378,4607,10.563121933324162,0
50560,Beverley,Western Australia,1738,1804,1815,11,0.6097560975609756,77,4.430379746835443,0
50630,Boddington,Western Australia,1751,1809,1840,31,1.7136539524599224,89,5.08280982295831,0
50770,Boyup Brook,Western Australia,1833,1966,2000,34,1.7293997965412005,167,9.11074740861975,0
50840,Bridgetown-Greenbushes,Western Australia,5188,5812,5931,119,2.0474879559532,743,14.321511179645336,0
50910,Brookton,Western Australia,970,964,972,8,0.8298755186721992,2,0.2061855670103093,0
50980,Broome,Western Australia,17976,19001,19193,192,1.0104731329930003,1217,6.770137961726746,0
51080,Broomehill-Tambellup,Western Australia,1098,1105,1117,12,1.085972850678733,19,1.7304189435336976,0
51120,Bruce Rock,Western Australia,1000,1067,1073,6,0.5623242736644799,73,7.3,0
51190,Bunbury,Western Australia,33769,35349,35730,381,1.0778239837053383,1961,5.807101187479641,0
51260,Busselton,Western Australia,41059,45189,46184,995,2.2018632853127973,5125,12.482038042816434,0
51310,Cambridge,Western Australia,29743,32139,32684,545,1.6957590466411525,2941,9.888040883569243,0
51330,Canning,Western Australia,98643,107400,109028,1628,1.515828677839851,10385,10.527863102298186,0
51400,Capel,Western Australia,18492,19753,20171,418,2.1161342580873788,1679,9.07960199004975,0
51470,Carnamah,Western Australia,555,586,598,12,2.04778156996587,43,7.747747747747748,0
51540,Carnarvon,Western Australia,5491,5622,5655,33,0.5869797225186766,164,2.986705518120561,0
51610,Chapman Valley,Western Australia,1568,1702,1725,23,1.3513513513513513,157,10.012755102040815,0
51680,Chittering,Western Australia,5952,6778,7039,261,3.8506934198878726,1087,18.2627688172043,0
51710,Christmas Island,Western Australia,1758,1867,1889,22,1.1783610069630424,131,7.451649601820249,0
51750,Claremont,Western Australia,11501,12748,13091,343,2.690618136178224,1590,13.82488479262673,0
51820,Cockburn,Western Australia,119032,135690,139499,3809,2.8071339081730415,20467,17.194535923113115,0
51860,Cocos (Keeling) Islands,Western Australia,608,622,626,4,0.6430868167202572,18,2.9605263157894735,0
51890,Collie,Western Australia,8956,9440,9561,121,1.281779661016949,605,6.755247878517196,0
51960,Coolgardie,Western Australia,3546,3829,3878,49,1.2797074954296161,332,9.362662154540327,0
52030,Coorow,Western Australia,1076,1130,1149,19,1.6814159292035398,73,6.784386617100371,0
52100,Corrigin,Western Australia,1044,1043,1052,9,0.862895493767977,8,0.7662835249042145,0
52170,Cottesloe,Western Australia,8345,9021,9201,180,1.995344196873961,856,10.257639304973038,0
52240,Cranbrook,Western Australia,1122,1157,1167,10,0.864304235090752,45,4.010695187165775,0
52310,Cuballing,Western Australia,906,959,969,10,1.0427528675703857,63,6.95364238410596,0
52380,Cue,Western Australia,207,234,234,0,0.0,27,13.043478260869565,0
52450,Cunderdin,Western Australia,1358,1319,1299,-20,-1.5163002274450341,-59,-4.344624447717231,0
52520,Dalwallinu,Western Australia,1426,1469,1455,-14,-0.9530292716133424,29,2.0336605890603083,0
52590,Dandaragan,Western Australia,3395,3935,4089,154,3.9135959339263025,694,20.44182621502209,0
52660,Dardanup,Western Australia,14931,16005,16280,275,1.718213058419244,1349,9.034893845020427,0
52730,Denmark,Western Australia,6398,6734,6858,124,1.8414018414018414,460,7.189746795873711,0
52800,Derby-West Kimberley,Western Australia,8362,8570,8683,113,1.3185530921820303,321,3.8387945467591487,0
52870,Donnybrook-Balingup,Western Australia,6205,6608,6698,90,1.3619854721549636,493,7.9452054794520555,0
52940,Dowerin,Western Australia,726,739,745,6,0.8119079837618403,19,2.6170798898071626,0
53010,Dumbleyung,Western Australia,699,706,715,9,1.2747875354107647,16,2.28898426323319,0
53080,Dundas,Western Australia,698,738,735,-3,-0.40650406504065045,37,5.300859598853868,0
53150,East Fremantle,Western Australia,8035,8404,8426,22,0.2617801047120419,391,4.866210329807094,0
53220,East Pilbara,Western Australia,10533,10525,10663,138,1.3111638954869358,130,1.2342162726668566,0
53290,Esperance,Western Australia,14325,14618,14663,45,0.3078396497468874,338,2.3595113438045376,0
53360,Exmouth,Western Australia,3151,3592,3670,78,2.1714922048997773,519,16.470961599492227,0
53430,Fremantle,Western Australia,32439,36579,37542,963,2.632658082506356,5103,15.73106445944696,0
53570,Gingin,Western Australia,5611,6364,6585,221,3.4726587052168445,974,17.358759579397613,0
53640,Gnowangerup,Western Australia,1250,1278,1295,17,1.330203442879499,45,3.5999999999999996,0
53710,Goomalling,Western Australia,997,994,1002,8,0.8048289738430584,5,0.5015045135406219,0
53780,Gosnells,Western Australia,129685,141775,144475,2700,1.9044260271557045,14790,11.404557196283301,0
53800,Greater Geraldton,Western Australia,40641,42505,42882,377,0.8869544759440067,2241,5.514135971063705,0
53920,Halls Creek,Western Australia,3932,4235,4245,10,0.23612750885478156,313,7.960325534079349,0
53990,Harvey,Western Australia,29076,31613,32208,595,1.8821370954986871,3132,10.771770532397854,0
54060,Irwin,Western Australia,3730,3881,3899,18,0.4637979902087091,169,4.53083109919571,0
54130,Jerramungup,Western Australia,1162,1220,1248,28,2.2950819672131146,86,7.401032702237521,0
54170,Joondalup,Western Australia,164044,174154,176595,2441,1.4016330374266452,12551,7.650996074223988,0
54200,Kalamunda,Western Australia,60337,64040,65007,967,1.5099937539038102,4670,7.739861113412997,0
54280,Kalgoorlie-Boulder,Western Australia,30590,31195,31268,73,0.23401186087514025,678,2.216410591696633,0
54310,Karratha,Western Australia,23245,24878,25429,551,2.21480826432993,2184,9.395568939556894,0
54340,Katanning,Western Australia,4205,4319,4345,26,0.6019912016670526,140,3.329369797859691,0
54410,Kellerberrin,Western Australia,1180,1162,1146,-16,-1.376936316695353,-34,-2.8813559322033897,0
54480,Kent,Western Australia,511,529,539,10,1.890359168241966,28,5.47945205479452,0
54550,Kojonup,Western Australia,1964,1974,1985,11,0.5572441742654508,21,1.0692464358452138,0
54620,Kondinin,Western Australia,876,865,874,9,1.0404624277456647,-2,-0.228310502283105,0
54690,Koorda,Western Australia,382,373,377,4,1.0723860589812333,-5,-1.3089005235602094,0
54760,Kulin,Western Australia,792,800,805,5,0.625,13,1.6414141414141417,0
54830,Kwinana,Western Australia,46243,54906,57422,2516,4.582377153680836,11179,24.17446964946046,0
54900,Lake Grace,Western Australia,1305,1325,1337,12,0.9056603773584906,32,2.452107279693487,0
54970,Laverton,Western Australia,1377,1451,1441,-10,-0.6891798759476223,64,4.647785039941903,0
55040,Leonora,Western Australia,1661,1745,1724,-21,-1.2034383954154728,63,3.7928958458759787,0
55110,Mandurah,Western Australia,91112,103346,106827,3481,3.368296789425812,15715,17.248002458512598,0
55180,Manjimup,Western Australia,9317,9536,9621,85,0.8913590604026845,304,3.262852849629709,0
55250,Meekatharra,Western Australia,1213,1292,1292,0,0.0,79,6.512778235779059,0
55320,Melville,Western Australia,106124,113872,115945,2073,1.8204650836026415,9821,9.254268591459047,0
55390,Menzies,Western Australia,553,581,578,-3,-0.5163511187607573,25,4.520795660036167,0
55460,Merredin,Western Australia,3254,3347,3365,18,0.537795040334628,111,3.4111862323294404,0
55530,Mingenew,Western Australia,421,422,428,6,1.4218009478672986,7,1.66270783847981,0
55600,Moora,Western Australia,2380,2441,2421,-20,-0.8193363375665711,41,1.7226890756302522,0
55670,Morawa,Western Australia,668,690,703,13,1.884057971014493,35,5.239520958083832,0
55740,Mosman Park,Western Australia,9394,10338,10482,144,1.3929193267556588,1088,11.581860762188631,0
55810,Mount Magnet,Western Australia,643,698,706,8,1.146131805157593,63,9.79782270606532,0
55880,Mount Marshall,Western Australia,479,467,469,2,0.4282655246252677,-10,-2.0876826722338206,0
55950,Mukinbudin,Western Australia,580,601,594,-7,-1.1647254575707155,14,2.413793103448276,0
56090,Mundaring,Western Australia,40360,42434,43577,1143,2.693594758919734,3217,7.970763131813677,0
56160,Murchison,Western Australia,117,108,111,3,2.7777777777777777,-6,-5.128205128205128,0
56230,Murray,Western Australia,18274,20633,21447,814,3.9451364319294338,3173,17.363467221188575,0
56300,Nannup,Western Australia,1547,1700,1743,43,2.5294117647058822,196,12.669683257918551,0
56370,Narembeen,Western Australia,829,848,853,5,0.589622641509434,24,2.8950542822677927,0
56460,Narrogin,Western Australia,4987,5043,4989,-54,-1.0707911957168352,2,0.04010427110487267,0
56580,Nedlands,Western Australia,23075,25290,25711,421,1.664689600632661,2636,11.42361863488624,0
56620,Ngaanyatjarraku,Western Australia,1502,1488,1483,-5,-0.33602150537634407,-19,-1.2649800266311584,0
56730,Northam,Western Australia,11594,12452,12758,306,2.4574365563764857,1164,10.039675694324652,0
56790,Northampton,Western Australia,3279,3419,3459,40,1.16993272886809,180,5.489478499542543,0
56860,Nungarin,Western Australia,261,264,265,1,0.3787878787878788,4,1.532567049808429,0
56930,Peppermint Grove,Western Australia,1661,1793,1828,35,1.9520356943669825,167,10.054184226369657,0
57000,Perenjori,Western Australia,632,659,665,6,0.9104704097116844,33,5.2215189873417724,0
57080,Perth,Western Australia,29588,34952,35673,721,2.0628290226596473,6085,20.565769906718938,0
57140,Pingelly,Western Australia,1086,1094,1108,14,1.2797074954296161,22,2.0257826887661143,0
57210,Plantagenet,Western Australia,5410,5767,5793,26,0.450840991850182,383,7.079482439926063,0
57280,Port Hedland,Western Australia,16115,17564,17743,179,1.0191300387155546,1628,10.102389078498293,0
57350,Quairading,Western Australia,984,970,956,-14,-1.443298969072165,-28,-2.8455284552845526,0
57420,Ravensthorpe,Western Australia,2023,2294,2309,15,0.6538796861377506,286,14.137419673751852,0
57490,Rockingham,Western Australia,137931,154956,159934,4978,3.212524845762668,22003,15.952178988044746,0
57630,Sandstone,Western Australia,109,116,118,2,1.7241379310344827,9,8.256880733944955,0
57700,Serpentine-Jarrahdale,Western Australia,32437,38793,40531,1738,4.480189724950378,8094,24.95298578783488,0
57770,Shark Bay,Western Australia,1041,1171,1194,23,1.964133219470538,153,14.697406340057636,0
57840,South Perth,Western Australia,45072,48151,48745,594,1.2336192394758156,3673,8.149183528576499,0
57910,Stirling,Western Australia,232404,250869,254821,3952,1.575324173174047,22417,9.645703172062444,0
57980,Subiaco,Western Australia,17941,19609,20038,429,2.1877709215156305,2097,11.688311688311687,0
58050,Swan,Western Australia,153844,179896,187090,7194,3.9989771868190513,33246,21.610202542835598,0
58190,Tammin,Western Australia,399,399,395,-4,-1.0025062656641603,-4,-1.0025062656641603,0
58260,Three Springs,Western Australia,582,598,606,8,1.3377926421404682,24,4.123711340206185,0
58330,Toodyay,Western Australia,4611,5098,5251,153,3.0011769321302473,640,13.879852526566905,0
58400,Trayning,Western Australia,317,309,304,-5,-1.6181229773462782,-13,-4.100946372239748,0
58470,Upper Gascoyne,Western Australia,201,204,206,2,0.9803921568627451,5,2.4875621890547266,0
58510,Victoria Park,Western Australia,38260,42564,43333,769,1.806691100460483,5073,13.259278619968637,0
58540,Victoria Plains,Western Australia,847,835,825,-10,-1.1976047904191618,-22,-2.5974025974025974,0
58570,Vincent,Western Australia,37717,41707,42392,685,1.6424101469777255,4675,12.394941273165946,0
58610,Wagin,Western Australia,1781,1830,1841,11,0.6010928961748634,60,3.3688938798427848,0
58680,Wandering,Western Australia,520,549,558,9,1.639344262295082,38,7.307692307692308,0
58760,Wanneroo,Western Australia,212823,238616,246147,7531,3.156116941026587,33324,15.658082068197515,0
58820,Waroona,Western Australia,4314,4556,4665,109,2.392449517120281,351,8.136300417246176,0
58890,West Arthur,Western Australia,786,793,801,8,1.008827238335435,15,1.9083969465648856,0
59030,Westonia,Western Australia,268,248,250,2,0.8064516129032258,-18,-6.7164179104477615,0
59100,Wickepin,Western Australia,719,713,721,8,1.1220196353436185,2,0.27816411682892905,0
59170,Williams,Western Australia,1035,1069,1081,12,1.1225444340505144,46,4.444444444444445,0
59250,Wiluna,Western Australia,587,565,567,2,0.35398230088495575,-20,-3.4071550255536627,0
59310,Wongan-Ballidu,Western Australia,1341,1347,1357,10,0.7423904974016332,16,1.193139448173005,0
59320,Woodanilling,Western Australia,461,494,495,1,0.20242914979757085,34,7.37527114967462,0
59330,Wyalkatchem,Western Australia,492,494,493,-1,-0.20242914979757085,1,0.20325203252032523,0
59340,Wyndham-East Kimberley,Western Australia,7904,8380,8441,61,0.7279236276849642,537,6.794028340080972,0
59350,Yalgoo,Western Australia,358,355,356,1,0.28169014084507044,-2,-0.5586592178770949,0
59360,Yilgarn,Western Australia,1208,1215,1204,-11,-0.9053497942386831,-4,-0.33112582781456956,0
59370,York,Western Australia,3567,3661,3677,16,0.4370390603660202,110,3.083823941687693,0
60210,Break O'Day,Tasmania,6659,7146,7230,84,1.1754827875734677,571,8.574861090253792,0
60410,Brighton,Tasmania,18501,20324,20527,203,0.9988191300925015,2026,10.950759418409815,0
60610,Burnie,Tasmania,20171,20381,20420,39,0.19135469309651146,249,1.2344454910515095,0
60810,Central Coast (Tas.),Tasmania,22894,23325,23378,53,0.2272240085744909,484,2.114091028217,0
61010,Central Highlands (Tas.),Tasmania,2473,2594,2603,9,0.3469545104086353,130,5.256773150020218,0
61210,Circular Head,Tasmania,8207,8288,8286,-2,-0.02413127413127413,79,0.96259290849275,0
61410,Clarence,Tasmania,60771,63850,64119,269,0.42129992169146435,3348,5.5092066939823265,0
61510,Derwent Valley,Tasmania,10926,11430,11513,83,0.726159230096238,587,5.37250594911221,0
61610,Devonport,Tasmania,26566,26978,26994,16,0.05930758395729854,428,1.6110818339230595,0
61810,Dorset,Tasmania,6863,7006,7059,53,0.756494433342849,196,2.855893923939968,0
62010,Flinders (Tas.),Tasmania,937,940,924,-16,-1.702127659574468,-13,-1.3874066168623265,0
62210,George Town,Tasmania,7186,7367,7420,53,0.7194244604316548,234,3.2563317561925964,0
62410,Glamorgan-Spring Bay,Tasmania,4972,5303,5352,49,0.9240052800301716,380,7.642799678197908,0
62610,Glenorchy,Tasmania,50652,50687,50450,-237,-0.46757551245881585,-202,-0.39879965253099586,0
62810,Hobart,Tasmania,56208,55997,55859,-138,-0.24644177366644643,-349,-0.6209080557927696,0
63010,Huon Valley,Tasmania,18289,19712,19893,181,0.9182224025974026,1604,8.770299086882826,0
63210,Kentish,Tasmania,6583,6844,6866,22,0.3214494447691409,283,4.298951845663072,0
63410,King Island,Tasmania,1639,1659,1647,-12,-0.7233273056057866,8,0.4881025015253203,0
63610,Kingborough,Tasmania,40052,41479,41628,149,0.3592179175004219,1576,3.934884649955058,0
63810,Latrobe (Tas.),Tasmania,12301,13148,13264,116,0.8822634621235168,963,7.8286318185513375,0
64010,Launceston,Tasmania,71019,71533,71341,-192,-0.26840758810618875,322,0.4533997944212112,0
64210,Meander Valley,Tasmania,20603,21558,21739,181,0.8395955097875499,1136,5.513760132019609,0
64610,Northern Midlands,Tasmania,13661,14438,14544,106,0.7341737082698435,883,6.4636556621037995,0
64810,Sorell,Tasmania,16471,17864,18108,244,1.3658755038065382,1637,9.938680104425961,0
65010,Southern Midlands,Tasmania,6639,6953,6987,34,0.4889975550122249,348,5.241753276095797,0
65210,Tasman,Tasmania,2560,2708,2738,30,1.1078286558345642,178,6.953125,0
65410,Waratah-Wynyard,Tasmania,14341,14892,14916,24,0.16116035455278002,575,4.00948329963043,0
65610,West Coast,Tasmania,4311,4314,4320,6,0.13908205841446453,9,0.20876826722338201,0
65810,West Tamar,Tasmania,25123,26047,26136,89,0.34169002188351827,1013,4.032161764120527,0
70200,Alice Springs,Northern Territory,28029,30487,30875,388,1.2726735985830027,2846,10.15376931035713,0
70420,Barkly,Northern Territory,7228,7378,7448,70,0.9487666034155597,220,3.0437188710570005,0
70540,Belyuen,Northern Territory,167,167,167,0,0.0,0,0.0,0
70620,Central Desert,Northern Territory,4129,4155,4170,15,0.36101083032490977,41,0.9929765076289658,0
70700,Coomalie,Northern Territory,1410,1418,1448,30,2.1156558533145273,38,2.6950354609929077,0
71000,Darwin,Northern Territory,85109,88753,90035,1282,1.444458215496941,4926,5.787872022935295,0
71150,Darwin Waterfront Precinct,Northern Territory,330,322,352,30,9.316770186335404,22,6.666666666666667,0
71500,East Arnhem,Northern Territory,8154,8108,8130,22,0.2713369511593488,-24,-0.29433406916850624,0
71700,Groote Archipelago,Northern Territory,1969,2050,2095,45,2.195121951219512,126,6.399187404773997,0
72200,Katherine,Northern Territory,10716,11188,11282,94,0.8401859134787273,566,5.281821575214632,0
72300,Litchfield,Northern Territory,23111,24305,24849,544,2.2382225879448674,1738,7.520228462636839,0
72330,MacDonnell,Northern Territory,6558,6841,6978,137,2.0026311942698434,420,6.404391582799635,0
72800,Palmerston,Northern Territory,38902,42611,43193,582,1.3658445002464152,4291,11.030281219474578,0
73600,Roper Gulf,Northern Territory,7391,7534,7597,63,0.8362091850278737,206,2.7871735895007443,0
74050,Tiwi Islands,Northern Territory,2743,2756,2767,11,0.39912917271407833,24,0.8749544294567991,0
74550,Victoria Daly,Northern Territory,3196,3323,3356,33,0.9930785434848028,160,5.006257822277847,0
74560,Wagait,Northern Territory,471,494,504,10,2.0242914979757085,33,7.006369426751593,0
74660,West Arnhem,Northern Territory,7130,7534,7608,74,0.9822139633660737,478,6.704067321178122,0
74680,West Daly,Northern Territory,3422,3474,3495,21,0.6044905008635579,73,2.1332554061952074,0
79399,Unincorporated NT,Northern Territory,7263,7986,8207,221,2.767342849987478,944,12.997384001101473,1
89399,Unincorporated ACT,Australian Capital Territory,444903,478430,484630,6200,1.2959053571055326,39727,8.92936213062173,1
99399,Unincorp. Other Territories,Other Territories,2437,2506,2498,-8,-0.3192338387869114,61,2.5030775543701274,0
